basisname,channel,rt_split,time,yhat,subject
Stimulus,1,slower=,-1.0,0.7563793881688374,1
Stimulus,1,slower=,-0.9959839357429718,0.7757679484758453,1
Stimulus,1,slower=,-0.9919678714859438,0.7907700214390164,1
Stimulus,1,slower=,-0.9879518072289156,0.7997116723738763,1
Stimulus,1,slower=,-0.9839357429718876,0.8018969805844285,1
Stimulus,1,slower=,-0.9799196787148594,0.7978344296413538,1
Stimulus,1,slower=,-0.9759036144578314,0.7892256339748547,1
Stimulus,1,slower=,-0.9718875502008032,0.7787004401319118,1
Stimulus,1,slower=,-0.9678714859437751,0.7693410598981909,1
Stimulus,1,slower=,-0.963855421686747,0.7640850627145588,1
Stimulus,1,slower=,-0.9598393574297188,0.7651271934694687,1
Stimulus,1,slower=,-0.9558232931726908,0.7734464871875989,1
Stimulus,1,slower=,-0.9518072289156626,0.7885626678673716,1
Stimulus,1,slower=,-0.9477911646586346,0.8085787631315515,1
Stimulus,1,slower=,-0.9437751004016064,0.8305103144381396,1
Stimulus,1,slower=,-0.9397590361445783,0.8508397512163505,1
Stimulus,1,slower=,-0.9357429718875502,0.8661861935270059,1
Stimulus,1,slower=,-0.9317269076305221,0.8739566168829423,1
Stimulus,1,slower=,-0.927710843373494,0.8728461829766476,1
Stimulus,1,slower=,-0.9236947791164659,0.8630865271106516,1
Stimulus,1,slower=,-0.9196787148594378,0.8463923990838896,1
Stimulus,1,slower=,-0.9156626506024096,0.8256200625231894,1
Stimulus,1,slower=,-0.9116465863453815,0.8042092872329802,1
Stimulus,1,slower=,-0.9076305220883534,0.7855239300479112,1
Stimulus,1,slower=,-0.9036144578313253,0.7722251023736332,1
Stimulus,1,slower=,-0.8995983935742972,0.7658012107116724,1
Stimulus,1,slower=,-0.8955823293172691,0.7663429356564238,1
Stimulus,1,slower=,-0.891566265060241,0.772599561972129,1
Stimulus,1,slower=,-0.8875502008032129,0.7822929363663115,1
Stimulus,1,slower=,-0.8835341365461847,0.7926140068874868,1
Stimulus,1,slower=,-0.8795180722891566,0.8007927853839145,1
Stimulus,1,slower=,-0.8755020080321285,0.8046229303704108,1
Stimulus,1,slower=,-0.8714859437751004,0.8028381173612872,1
Stimulus,1,slower=,-0.8674698795180723,0.7952747722751548,1
Stimulus,1,slower=,-0.8634538152610441,0.7828049109114972,1
Stimulus,1,slower=,-0.8594377510040161,0.7670725584315514,1
Stimulus,1,slower=,-0.8554216867469879,0.750106680316311,1
Stimulus,1,slower=,-0.8514056224899599,0.7339048752648861,1
Stimulus,1,slower=,-0.8473895582329317,0.7200793438790488,1
Stimulus,1,slower=,-0.8433734939759037,0.7096358484111309,1
Stimulus,1,slower=,-0.8393574297188755,0.7029182942612321,1
Stimulus,1,slower=,-0.8353413654618473,0.6997099355316067,1
Stimulus,1,slower=,-0.8313253012048193,0.6994466444746515,1
Stimulus,1,slower=,-0.8273092369477911,0.7014717925035587,1
Stimulus,1,slower=,-0.8232931726907631,0.7052604669554214,1
Stimulus,1,slower=,-0.8192771084337349,0.7105531472678043,1
Stimulus,1,slower=,-0.8152610441767069,0.71736806647088,1
Stimulus,1,slower=,-0.8112449799196787,0.7258980987898237,1
Stimulus,1,slower=,-0.8072289156626506,0.7363286623223905,1
Stimulus,1,slower=,-0.8032128514056225,0.7486382618381842,1
Stimulus,1,slower=,-0.7991967871485943,0.7624454185817305,1
Stimulus,1,slower=,-0.7951807228915663,0.7769567490205544,1
Stimulus,1,slower=,-0.7911646586345381,0.7910413936650463,1
Stimulus,1,slower=,-0.7871485943775101,0.8034240731089686,1
Stimulus,1,slower=,-0.7831325301204819,0.8129544322771283,1
Stimulus,1,slower=,-0.7791164658634538,0.8188868342627273,1
Stimulus,1,slower=,-0.7751004016064257,0.8210974423537043,1
Stimulus,1,slower=,-0.7710843373493976,0.8201760379230718,1
Stimulus,1,slower=,-0.7670682730923695,0.8173566628187074,1
Stimulus,1,slower=,-0.7630522088353414,0.8142906655981923,1
Stimulus,1,slower=,-0.7590361445783133,0.8127026158088747,1
Stimulus,1,slower=,-0.7550200803212851,0.8140018852277354,1
Stimulus,1,slower=,-0.751004016064257,0.8189373947998155,1
Stimulus,1,slower=,-0.7469879518072289,0.8273771317648113,1
Stimulus,1,slower=,-0.7429718875502008,0.8382700255247845,1
Stimulus,1,slower=,-0.7389558232931727,0.8498099251502619,1
Stimulus,1,slower=,-0.7349397590361446,0.8597736044197004,1
Stimulus,1,slower=,-0.7309236947791165,0.865967476836292,1
Stimulus,1,slower=,-0.7269076305220884,0.8666890071507846,1
Stimulus,1,slower=,-0.7228915662650602,0.8611027485905487,1
Stimulus,1,slower=,-0.7188755020080321,0.8494472850232724,1
Stimulus,1,slower=,-0.714859437751004,0.8330233329102246,1
Stimulus,1,slower=,-0.7108433734939759,0.8139594574722289,1
Stimulus,1,slower=,-0.7068273092369478,0.7948012697354361,1
Stimulus,1,slower=,-0.7028112449799196,0.7780077095035045,1
Stimulus,1,slower=,-0.6987951807228916,0.7654592898266243,1
Stimulus,1,slower=,-0.6947791164658634,0.758082395220107,1
Stimulus,1,slower=,-0.6907630522088354,0.7556698832580273,1
Stimulus,1,slower=,-0.6867469879518072,0.756935802463972,1
Stimulus,1,slower=,-0.6827309236947792,0.7597947261434266,1
Stimulus,1,slower=,-0.678714859437751,0.7618071458062438,1
Stimulus,1,slower=,-0.6746987951807228,0.7606980305248133,1
Stimulus,1,slower=,-0.6706827309236948,0.7548412074619385,1
Stimulus,1,slower=,-0.6666666666666666,0.7436097204291235,1
Stimulus,1,slower=,-0.6626506024096386,0.7275219599943447,1
Stimulus,1,slower=,-0.6586345381526104,0.7081558421857116,1
Stimulus,1,slower=,-0.6546184738955824,0.6878516853726517,1
Stimulus,1,slower=,-0.6506024096385542,0.6692689728055925,1
Stimulus,1,slower=,-0.6465863453815262,0.6548879619043577,1
Stimulus,1,slower=,-0.642570281124498,0.6465572930467876,1
Stimulus,1,slower=,-0.6385542168674698,0.6451753332098616,1
Stimulus,1,slower=,-0.6345381526104418,0.6505621309475101,1
Stimulus,1,slower=,-0.6305220883534136,0.6615373616354902,1
Stimulus,1,slower=,-0.6265060240963856,0.6761777327879643,1
Stimulus,1,slower=,-0.6224899598393574,0.6921919216416038,1
Stimulus,1,slower=,-0.6184738955823293,0.7073308130128864,1
Stimulus,1,slower=,-0.6144578313253012,0.7197495781955193,1
Stimulus,1,slower=,-0.6104417670682731,0.728254624625657,1
Stimulus,1,slower=,-0.606425702811245,0.7323970839531581,1
Stimulus,1,slower=,-0.6024096385542169,0.7324106664782453,1
Stimulus,1,slower=,-0.5983935742971888,0.7285592289932968,1
Stimulus,1,slower=,-0.5943775100401606,0.7227232248960255,1
Stimulus,1,slower=,-0.5903614457831325,0.7154040857383248,1
Stimulus,1,slower=,-0.5863453815261044,0.7073299238372998,1
Stimulus,1,slower=,-0.5823293172690763,0.6988938385303676,1
Stimulus,1,slower=,-0.5783132530120482,0.6901545924167031,1
Stimulus,1,slower=,-0.5742971887550201,0.6809680323656379,1
Stimulus,1,slower=,-0.570281124497992,0.6711014990423557,1
Stimulus,1,slower=,-0.5662650602409639,0.6604512937981515,1
Stimulus,1,slower=,-0.5622489959839357,0.6491711280851892,1
Stimulus,1,slower=,-0.5582329317269076,0.6377361368763006,1
Stimulus,1,slower=,-0.5542168674698795,0.6269503879917157,1
Stimulus,1,slower=,-0.5502008032128514,0.6177906182634666,1
Stimulus,1,slower=,-0.5461847389558233,0.6112831995467476,1
Stimulus,1,slower=,-0.5421686746987951,0.6083076036699747,1
Stimulus,1,slower=,-0.5381526104417671,0.6094317130115487,1
Stimulus,1,slower=,-0.5341365461847389,0.6148402392268094,1
Stimulus,1,slower=,-0.5301204819277109,0.6242486733304353,1
Stimulus,1,slower=,-0.5261044176706827,0.6370091057111691,1
Stimulus,1,slower=,-0.5220883534136547,0.6521988310171907,1
Stimulus,1,slower=,-0.5180722891566265,0.6687614699034815,1
Stimulus,1,slower=,-0.5140562248995983,0.6856773597774405,1
Stimulus,1,slower=,-0.5100401606425703,0.7020232654772806,1
Stimulus,1,slower=,-0.5060240963855421,0.7170757167665159,1
Stimulus,1,slower=,-0.5020080321285141,0.730308990105001,1
Stimulus,1,slower=,-0.4979919678714859,0.741360998207141,1
Stimulus,1,slower=,-0.4939759036144578,0.7500115836015154,1
Stimulus,1,slower=,-0.4899598393574297,0.7560836583465365,1
Stimulus,1,slower=,-0.4859437751004016,0.7594558454598039,1
Stimulus,1,slower=,-0.4819277108433735,0.7600502000452682,1
Stimulus,1,slower=,-0.4779116465863454,0.7578556779314354,1
Stimulus,1,slower=,-0.4738955823293173,0.7530001212085545,1
Stimulus,1,slower=,-0.46987951807228917,0.7457292744950379,1
Stimulus,1,slower=,-0.46586345381526106,0.7364658236365054,1
Stimulus,1,slower=,-0.46184738955823296,0.7257642116398656,1
Stimulus,1,slower=,-0.4578313253012048,0.7142432437487342,1
Stimulus,1,slower=,-0.4538152610441767,0.7025258724155362,1
Stimulus,1,slower=,-0.4497991967871486,0.6910965971130117,1
Stimulus,1,slower=,-0.4457831325301205,0.6802747402857399,1
Stimulus,1,slower=,-0.44176706827309237,0.670178592018694,1
Stimulus,1,slower=,-0.43775100401606426,0.6607571675595983,1
Stimulus,1,slower=,-0.43373493975903615,0.6519094038588314,1
Stimulus,1,slower=,-0.42971887550200805,0.6435545169777778,1
Stimulus,1,slower=,-0.42570281124497994,0.6358049311558166,1
Stimulus,1,slower=,-0.42168674698795183,0.629033281025397,1
Stimulus,1,slower=,-0.41767068273092367,0.6238839632971389,1
Stimulus,1,slower=,-0.41365461847389556,0.6212256660280707,1
Stimulus,1,slower=,-0.40963855421686746,0.6219318971116451,1
Stimulus,1,slower=,-0.40562248995983935,0.6267051485098671,1
Stimulus,1,slower=,-0.40160642570281124,0.635819530961656,1
Stimulus,1,slower=,-0.39759036144578314,0.6479930056581945,1
Stimulus,1,slower=,-0.39357429718875503,0.6640063908678242,1
Stimulus,1,slower=,-0.3895582329317269,0.6812272547886752,1
Stimulus,1,slower=,-0.3855421686746988,0.6974689567388753,1
Stimulus,1,slower=,-0.3815261044176707,0.7103938051200851,1
Stimulus,1,slower=,-0.37751004016064255,0.7169734861499413,1
Stimulus,1,slower=,-0.37349397590361444,0.7176600599545456,1
Stimulus,1,slower=,-0.36947791164658633,0.7110824045287655,1
Stimulus,1,slower=,-0.3654618473895582,0.6979468366807381,1
Stimulus,1,slower=,-0.3614457831325301,0.6800405986470237,1
Stimulus,1,slower=,-0.357429718875502,0.6599526012693583,1
Stimulus,1,slower=,-0.3534136546184739,0.6407818276627566,1
Stimulus,1,slower=,-0.3493975903614458,0.6253538085640034,1
Stimulus,1,slower=,-0.3453815261044177,0.6158925069903303,1
Stimulus,1,slower=,-0.3413654618473896,0.6135290963957588,1
Stimulus,1,slower=,-0.3373493975903614,0.6166563299535998,1
Stimulus,1,slower=,-0.3333333333333333,0.6266260065092837,1
Stimulus,1,slower=,-0.3293172690763052,0.6395455951982661,1
Stimulus,1,slower=,-0.3253012048192771,0.6524194034703638,1
Stimulus,1,slower=,-0.321285140562249,0.6622889449001791,1
Stimulus,1,slower=,-0.3172690763052209,0.6663266739030598,1
Stimulus,1,slower=,-0.3132530120481928,0.6643755853781101,1
Stimulus,1,slower=,-0.3092369477911647,0.6560399055143864,1
Stimulus,1,slower=,-0.30522088353413657,0.6428246046496128,1
Stimulus,1,slower=,-0.30120481927710846,0.6272618658804201,1
Stimulus,1,slower=,-0.2971887550200803,0.610510912907413,1
Stimulus,1,slower=,-0.2931726907630522,0.599370411500613,1
Stimulus,1,slower=,-0.2891566265060241,0.594283040842044,1
Stimulus,1,slower=,-0.285140562248996,0.5964765186654276,1
Stimulus,1,slower=,-0.28112449799196787,0.605784913568088,1
Stimulus,1,slower=,-0.27710843373493976,0.6169087317686013,1
Stimulus,1,slower=,-0.27309236947791166,0.6339110185324508,1
Stimulus,1,slower=,-0.26907630522088355,0.6518210174583775,1
Stimulus,1,slower=,-0.26506024096385544,0.6668492792947022,1
Stimulus,1,slower=,-0.26104417670682734,0.6767286459369247,1
Stimulus,1,slower=,-0.2570281124497992,0.6792374407905702,1
Stimulus,1,slower=,-0.25301204819277107,0.6766966081933294,1
Stimulus,1,slower=,-0.24899598393574296,0.6694183959531103,1
Stimulus,1,slower=,-0.24497991967871485,0.6598144202714931,1
Stimulus,1,slower=,-0.24096385542168675,0.6507729932373504,1
Stimulus,1,slower=,-0.23694779116465864,0.641246949581566,1
Stimulus,1,slower=,-0.23293172690763053,0.6411192584765117,1
Stimulus,1,slower=,-0.2289156626506024,0.6477698102580423,1
Stimulus,1,slower=,-0.2248995983935743,0.6612689625697853,1
Stimulus,1,slower=,-0.22088353413654618,0.680496591153817,1
Stimulus,1,slower=,-0.21686746987951808,0.6999788049087056,1
Stimulus,1,slower=,-0.21285140562248997,0.7236122673073013,1
Stimulus,1,slower=,-0.20883534136546184,0.7461868568562767,1
Stimulus,1,slower=,-0.20481927710843373,0.7650332031988297,1
Stimulus,1,slower=,-0.20080321285140562,0.7785200646047343,1
Stimulus,1,slower=,-0.19678714859437751,0.7799634361943957,1
Stimulus,1,slower=,-0.1927710843373494,0.7803278719976839,1
Stimulus,1,slower=,-0.18875502008032127,0.7752070836086594,1
Stimulus,1,slower=,-0.18473895582329317,0.765031412583578,1
Stimulus,1,slower=,-0.18072289156626506,0.7507468099689611,1
Stimulus,1,slower=,-0.17670682730923695,0.728281032098102,1
Stimulus,1,slower=,-0.17269076305220885,0.7083225646630887,1
Stimulus,1,slower=,-0.1686746987951807,0.6864704225780822,1
Stimulus,1,slower=,-0.1646586345381526,0.6634471836350427,1
Stimulus,1,slower=,-0.1606425702811245,0.6400550225958836,1
Stimulus,1,slower=,-0.1566265060240964,0.611411713743811,1
Stimulus,1,slower=,-0.15261044176706828,0.5903529011118643,1
Stimulus,1,slower=,-0.14859437751004015,0.5733174383122813,1
Stimulus,1,slower=,-0.14457831325301204,0.5615609241169988,1
Stimulus,1,slower=,-0.14056224899598393,0.5564620392795381,1
Stimulus,1,slower=,-0.13654618473895583,0.5528229250304726,1
Stimulus,1,slower=,-0.13253012048192772,0.5627921270631363,1
Stimulus,1,slower=,-0.1285140562248996,0.5792615710392285,1
Stimulus,1,slower=,-0.12449799196787148,0.6005180686896696,1
Stimulus,1,slower=,-0.12048192771084337,0.6240626851168279,1
Stimulus,1,slower=,-0.11646586345381527,0.6400378175335404,1
Stimulus,1,slower=,-0.11244979919678715,0.6589395582004527,1
Stimulus,1,slower=,-0.10843373493975904,0.6731620412825021,1
Stimulus,1,slower=,-0.10441767068273092,0.6806721368793119,1
Stimulus,1,slower=,-0.10040160642570281,0.6813142282560837,1
Stimulus,1,slower=,-0.0963855421686747,0.6661140653137091,1
Stimulus,1,slower=,-0.09236947791164658,0.6557727022752085,1
Stimulus,1,slower=,-0.08835341365461848,0.6443219957007541,1
Stimulus,1,slower=,-0.08433734939759036,0.6333213248248116,1
Stimulus,1,slower=,-0.08032128514056225,0.6246952972171501,1
Stimulus,1,slower=,-0.07630522088353414,0.607732277105743,1
Stimulus,1,slower=,-0.07228915662650602,0.6060352193384115,1
Stimulus,1,slower=,-0.06827309236947791,0.6068946416089708,1
Stimulus,1,slower=,-0.0642570281124498,0.6106312253911296,1
Stimulus,1,slower=,-0.060240963855421686,0.6144075304115764,1
Stimulus,1,slower=,-0.05622489959839357,0.6053170971671793,1
Stimulus,1,slower=,-0.05220883534136546,0.606717495762124,1
Stimulus,1,slower=,-0.04819277108433735,0.6056201876142364,1
Stimulus,1,slower=,-0.04417670682730924,0.6042269605840541,1
Stimulus,1,slower=,-0.040160642570281124,0.6027966532240208,1
Stimulus,1,slower=,-0.03614457831325301,0.5901442104820155,1
Stimulus,1,slower=,-0.0321285140562249,0.5930596356670673,1
Stimulus,1,slower=,-0.028112449799196786,0.5991254622666459,1
Stimulus,1,slower=,-0.024096385542168676,0.6085598639030523,1
Stimulus,1,slower=,-0.020080321285140562,0.6203588416804542,1
Stimulus,1,slower=,-0.01606425702811245,0.6172434045532584,1
Stimulus,1,slower=,-0.012048192771084338,0.6265780754750867,1
Stimulus,1,slower=,-0.008032128514056224,0.6331781110717113,1
Stimulus,1,slower=,-0.004016064257028112,0.6348083274114775,1
Stimulus,1,slower=,0.0,0.6301236905275566,1
Stimulus,1,slower=,0.004016064257028112,0.6078524345394176,1
Stimulus,1,slower=,0.008032128514056224,0.5921195610157883,1
Stimulus,1,slower=,0.012048192771084338,0.5745587675893855,1
Stimulus,1,slower=,0.01606425702811245,0.5573662589439994,1
Stimulus,1,slower=,0.020080321285140562,0.5431723569675374,1
Stimulus,1,slower=,0.024096385542168676,0.5242931877279252,1
Stimulus,1,slower=,0.028112449799196786,0.5208320967456205,1
Stimulus,1,slower=,0.0321285140562249,0.5244572009791093,1
Stimulus,1,slower=,0.03614457831325301,0.5328381736605894,1
Stimulus,1,slower=,0.040160642570281124,0.543633155902123,1
Stimulus,1,slower=,0.04417670682730924,0.5399837612837357,1
Stimulus,1,slower=,0.04819277108433735,0.5462241128218125,1
Stimulus,1,slower=,0.05220883534136546,0.5487056962344458,1
Stimulus,1,slower=,0.05622489959839357,0.5449509747503829,1
Stimulus,1,slower=,0.060240963855421686,0.5350582620946662,1
Stimulus,1,slower=,0.0642570281124498,0.5084391472241087,1
Stimulus,1,slower=,0.06827309236947791,0.4910860281061176,1
Stimulus,1,slower=,0.07228915662650602,0.4742643137960456,1
Stimulus,1,slower=,0.07630522088353414,0.4599812975371221,1
Stimulus,1,slower=,0.08032128514056225,0.4501538609226103,1
Stimulus,1,slower=,0.08433734939759036,0.43425973107236526,1
Stimulus,1,slower=,0.08835341365461848,0.43498611675729204,1
Stimulus,1,slower=,0.09236947791164658,0.4409902684644901,1
Stimulus,1,slower=,0.0963855421686747,0.4494672858177097,1
Stimulus,1,slower=,0.10040160642570281,0.4581921350870457,1
Stimulus,1,slower=,0.10441767068273092,0.44877603038458436,1
Stimulus,1,slower=,0.10843373493975904,0.45278927034307476,1
Stimulus,1,slower=,0.11244979919678715,0.45255960809827944,1
Stimulus,1,slower=,0.11646586345381527,0.44810831170012355,1
